start_date,end_date,company,url,url_mobile,title,seendate,socialimage,domain,language,sourcecountry,sentiment,sentiment_type,sentiment_score,Symbol
2024-04-25,2024-04-26,Axis Bank Ltd.,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-nifty-bank-index-falls-0-02-in-a-weak-market/articleshow/109582940.cms,https://m.economictimes.com/markets/stocks/stock-watch/stock-market-update-nifty-bank-index-falls-0-02-in-a-weak-market/amp_articleshow/109582940.cms,Indices : Stock market update : Nifty Bank index falls 0 . 02 % in a weak market,20240425T061500Z,"https://img.etimg.com/thumb/msid-78620279,width-1200,height-630,imgsize-275381,overlay-etmarkets/photo.jpg",economictimes.indiatimes.com,English,India,"{'label': 'NEGATIVE', 'score': 0.9990419745445251}",NEGATIVE,0.9990419745445251,AXISBANK
2024-04-25,2024-04-26,Axis Bank Ltd.,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-sugar-stocks-up-as-market-rises/articleshow/109582499.cms,https://m.economictimes.com/markets/stocks/stock-watch/stock-market-update-sugar-stocks-up-as-market-rises/amp_articleshow/109582499.cms,Stock Market Sectors : Stock market update : Sugar stocks up as market rises,20240425T061500Z,"https://img.etimg.com/thumb/msid-81699096,width-1200,height-630,imgsize-194573,overlay-etmarkets/photo.jpg",economictimes.indiatimes.com,English,India,"{'label': 'POSITIVE', 'score': 0.9983623623847961}",POSITIVE,0.998362362384796,AXISBANK
2024-04-25,2024-04-26,Axis Bank Ltd.,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-mining-stocks-up-as-market-rises/articleshow/109594304.cms,https://m.economictimes.com/markets/stocks/stock-watch/stock-market-update-mining-stocks-up-as-market-rises/amp_articleshow/109594304.cms,Stock Market Sectors : Stock market update : Mining stocks up as market rises,20240425T114500Z,"https://img.etimg.com/thumb/msid-81699096,width-1200,height-630,imgsize-194573,overlay-etmarkets/photo.jpg",economictimes.indiatimes.com,English,India,"{'label': 'POSITIVE', 'score': 0.9983824491500854}",POSITIVE,0.9983824491500854,AXISBANK
2024-04-24,2024-04-25,Axis Bank Ltd.,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-nifty-bank-index-advances-0-46/articleshow/109564663.cms,https://m.economictimes.com/markets/stocks/stock-watch/stock-market-update-nifty-bank-index-advances-0-46/amp_articleshow/109564663.cms,Indices : Stock market update : Nifty Bank index advances 0 . 46 % ,20240424T121500Z,"https://img.etimg.com/thumb/msid-83745691,width-1200,height-630,imgsize-156851,overlay-etmarkets/photo.jpg",economictimes.indiatimes.com,English,India,"{'label': 'POSITIVE', 'score': 0.9963594079017639}",POSITIVE,0.996359407901764,AXISBANK
2024-04-22,2024-04-23,Axis Bank Ltd.,https://economictimes.indiatimes.com/industry/indl-goods/svs/steel/arcelormittal-nippon-steel-india-in-talks-for-1-bn-loan/articleshow/109492244.cms,https://m.economictimes.com/industry/indl-goods/svs/steel/arcelormittal-nippon-steel-india-in-talks-for-1-bn-loan/amp_articleshow/109492244.cms,Arcelormittal Nippon Steel : Arcelormittal Nippon Steel India in talks for $1 bn loan,20240422T070000Z,"https://img.etimg.com/thumb/msid-109492214,width-1200,height-630,imgsize-95422,overlay-economictimes/photo.jpg",economictimes.indiatimes.com,English,India,"{'label': 'POSITIVE', 'score': 0.9916046857833862}",POSITIVE,0.9916046857833862,AXISBANK
2024-04-26,2024-04-27,Bajaj Auto Ltd.,https://economictimes.indiatimes.com/markets/stocks/stock-watch/share-market-update-most-active-stocks-of-the-day-in-terms-of-total-traded-value/articleshow/109613243.cms,https://m.economictimes.com/markets/stocks/stock-watch/share-market-update-most-active-stocks-of-the-day-in-terms-of-total-traded-value/amp_articleshow/109613243.cms,active stocks : Share market update : Most active stocks of the day in terms of total traded value,20240426T054500Z,"https://img.etimg.com/thumb/msid-83515267,width-1200,height-630,imgsize-853209,overlay-etmarkets/photo.jpg",economictimes.indiatimes.com,English,India,"{'label': 'POSITIVE', 'score': 0.9964612126350403}",POSITIVE,0.9964612126350404,BAJAJ-AUTO
2024-04-26,2024-04-27,Bajaj Auto Ltd.,https://economictimes.indiatimes.com/markets/stocks/stock-watch/share-market-update-most-active-stocks-of-the-day-in-terms-of-traded-value/articleshow/109626199.cms,https://m.economictimes.com/markets/stocks/stock-watch/share-market-update-most-active-stocks-of-the-day-in-terms-of-traded-value/amp_articleshow/109626199.cms,active stocks : Share market update : Most active stocks of the day in terms of traded value,20240426T121500Z,"https://img.etimg.com/thumb/msid-83797651,width-1200,height-630,imgsize-32000,overlay-etmarkets/photo.jpg",economictimes.indiatimes.com,English,India,"{'label': 'POSITIVE', 'score': 0.9963483214378357}",POSITIVE,0.9963483214378356,BAJAJ-AUTO
2024-04-26,2024-04-27,Bajaj Auto Ltd.,https://economictimes.indiatimes.com/markets/stocks/stock-watch/share-market-update-most-active-stocks-on-d-street-today-in-terms-of-volume/articleshow/109613936.cms,https://m.economictimes.com/markets/stocks/stock-watch/share-market-update-most-active-stocks-on-d-street-today-in-terms-of-volume/amp_articleshow/109613936.cms,share market : Share market update : Most active stocks on D - Street today in terms of volume,20240426T061500Z,"https://img.etimg.com/thumb/msid-77646325,width-1200,height-630,imgsize-71505,overlay-etmarkets/photo.jpg",economictimes.indiatimes.com,English,India,"{'label': 'POSITIVE', 'score': 0.9943622350692749}",POSITIVE,0.9943622350692748,BAJAJ-AUTO
2024-04-26,2024-04-27,Bajaj Auto Ltd.,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-power-stocks-down-as-market-falls/articleshow/109625540.cms,https://m.economictimes.com/markets/stocks/stock-watch/stock-market-update-power-stocks-down-as-market-falls/amp_articleshow/109625540.cms,Stock Market Sectors : Stock market update : Power stocks down as market falls,20240426T114500Z,"https://img.etimg.com/thumb/msid-77922857,width-1200,height-630,imgsize-132855,overlay-etmarkets/photo.jpg",economictimes.indiatimes.com,English,India,"{'label': 'NEGATIVE', 'score': 0.9979766011238098}",NEGATIVE,0.9979766011238098,BAJAJ-AUTO
2024-04-25,2024-04-26,Bajaj Auto Ltd.,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-sugar-stocks-up-as-market-rises/articleshow/109582499.cms,https://m.economictimes.com/markets/stocks/stock-watch/stock-market-update-sugar-stocks-up-as-market-rises/amp_articleshow/109582499.cms,Stock Market Sectors : Stock market update : Sugar stocks up as market rises,20240425T061500Z,"https://img.etimg.com/thumb/msid-81699096,width-1200,height-630,imgsize-194573,overlay-etmarkets/photo.jpg",economictimes.indiatimes.com,English,India,"{'label': 'POSITIVE', 'score': 0.9983623623847961}",POSITIVE,0.998362362384796,BAJAJ-AUTO
2024-04-23,2024-04-24,Bajaj Auto Ltd.,https://economictimes.indiatimes.com/industry/renewables/bajaj-auto-appoints-abraham-joseph-as-md-of-ev-arm-chetak-technology/articleshow/109524901.cms,https://m.economictimes.com/industry/renewables/bajaj-auto-appoints-abraham-joseph-as-md-of-ev-arm-chetak-technology/amp_articleshow/109524901.cms,Bajaj Auto appoints Abraham Joseph as MD of EV arm Chetak Technology,20240423T091500Z,"https://img.etimg.com/thumb/msid-109526133,width-1200,height-630,imgsize-11112,overlay-economictimes/photo.jpg",economictimes.indiatimes.com,English,India,"{'label': 'POSITIVE', 'score': 0.9945753812789917}",POSITIVE,0.9945753812789916,BAJAJ-AUTO
2024-04-23,2024-04-24,Bajaj Auto Ltd.,https://www.moneycontrol.com/news/business/bajaj-auto-appoints-abraham-joseph-as-md-of-ev-arm-chetak-technology-12700361.html,https://www.moneycontrol.com/news/business/bajaj-auto-appoints-abraham-joseph-as-md-of-ev-arm-chetak-technology-12700361.html/amp,Bajaj Auto appoints Abraham Joseph as MD of EV arm Chetak Technology,20240423T063000Z,https://images.moneycontrol.com/static-mcnews/2023/10/Bajaj-Auto-770x433.jpg,moneycontrol.com,English,India,"{'label': 'POSITIVE', 'score': 0.9945753812789917}",POSITIVE,0.9945753812789916,BAJAJ-AUTO
2024-04-23,2024-04-24,Bajaj Auto Ltd.,https://economictimes.indiatimes.com/markets/stocks/news/tata-investment-among-8-holding-companies-that-have-over-50-upside-potential-in-2-3-years/articleshow/109530087.cms,https://m.economictimes.com/markets/stocks/news/tata-investment-among-8-holding-companies-that-have-over-50-upside-potential-in-2-3-years/amp_articleshow/109530087.cms,Tata Investment among 8 holding companies that have over 50 % upside potential in 2 - 3 years,20240423T104500Z,"https://img.etimg.com/thumb/msid-109530210,width-1200,height-630,imgsize-14992,overlay-etmarkets/photo.jpg",economictimes.indiatimes.com,English,India,"{'label': 'POSITIVE', 'score': 0.9983997941017151}",POSITIVE,0.9983997941017152,BAJAJ-AUTO
2024-04-26,2024-04-27,Bajaj Finance Ltd.,https://economictimes.indiatimes.com/markets/stocks/stock-watch/share-market-update-most-active-stocks-of-the-day-in-terms-of-total-traded-value/articleshow/109613243.cms,https://m.economictimes.com/markets/stocks/stock-watch/share-market-update-most-active-stocks-of-the-day-in-terms-of-total-traded-value/amp_articleshow/109613243.cms,active stocks : Share market update : Most active stocks of the day in terms of total traded value,20240426T054500Z,"https://img.etimg.com/thumb/msid-83515267,width-1200,height-630,imgsize-853209,overlay-etmarkets/photo.jpg",economictimes.indiatimes.com,English,India,"{'label': 'POSITIVE', 'score': 0.9964612126350403}",POSITIVE,0.9964612126350404,BAJFINANCE
2024-04-26,2024-04-27,Bajaj Finance Ltd.,https://economictimes.indiatimes.com/markets/stocks/stock-watch/share-market-update-most-active-stocks-of-the-day-in-terms-of-traded-value/articleshow/109626199.cms,https://m.economictimes.com/markets/stocks/stock-watch/share-market-update-most-active-stocks-of-the-day-in-terms-of-traded-value/amp_articleshow/109626199.cms,active stocks : Share market update : Most active stocks of the day in terms of traded value,20240426T121500Z,"https://img.etimg.com/thumb/msid-83797651,width-1200,height-630,imgsize-32000,overlay-etmarkets/photo.jpg",economictimes.indiatimes.com,English,India,"{'label': 'POSITIVE', 'score': 0.9963483214378357}",POSITIVE,0.9963483214378356,BAJFINANCE
2024-04-26,2024-04-27,Bajaj Finance Ltd.,https://economictimes.indiatimes.com/markets/stocks/stock-watch/share-market-update-most-active-stocks-on-d-street-today-in-terms-of-volume/articleshow/109613936.cms,https://m.economictimes.com/markets/stocks/stock-watch/share-market-update-most-active-stocks-on-d-street-today-in-terms-of-volume/amp_articleshow/109613936.cms,share market : Share market update : Most active stocks on D - Street today in terms of volume,20240426T061500Z,"https://img.etimg.com/thumb/msid-77646325,width-1200,height-630,imgsize-71505,overlay-etmarkets/photo.jpg",economictimes.indiatimes.com,English,India,"{'label': 'POSITIVE', 'score': 0.9943622350692749}",POSITIVE,0.9943622350692748,BAJFINANCE
2024-04-26,2024-04-27,Bajaj Finance Ltd.,https://www.moneycontrol.com/news/business/bajaj-finserv-q4-results-net-profit-rises-20-to-rs-2119-cr-12708854.html,https://www.moneycontrol.com/news/business/bajaj-finserv-q4-results-net-profit-rises-20-to-rs-2119-cr-12708854.html/amp,"Bajaj Finserv Q4 results : Net profit rises 20 % to Rs 2 , 119 cr",20240426T100000Z,https://images.moneycontrol.com/static-mcnews/2019/06/bajaj-finserv.jpg,moneycontrol.com,English,India,"{'label': 'POSITIVE', 'score': 0.9983415603637695}",POSITIVE,0.9983415603637696,BAJFINANCE
2024-04-26,2024-04-27,Bajaj Finance Ltd.,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-power-stocks-down-as-market-falls/articleshow/109625540.cms,https://m.economictimes.com/markets/stocks/stock-watch/stock-market-update-power-stocks-down-as-market-falls/amp_articleshow/109625540.cms,Stock Market Sectors : Stock market update : Power stocks down as market falls,20240426T114500Z,"https://img.etimg.com/thumb/msid-77922857,width-1200,height-630,imgsize-132855,overlay-etmarkets/photo.jpg",economictimes.indiatimes.com,English,India,"{'label': 'NEGATIVE', 'score': 0.9979766011238098}",NEGATIVE,0.9979766011238098,BAJFINANCE
2024-04-26,2024-04-27,Bajaj Finance Ltd.,https://www.moneycontrol.com/news/business/moneycontrol-selects-top-stories-this-evening-638-12709179.html,https://www.moneycontrol.com/news/business/moneycontrol-selects-top-stories-this-evening-638-12709179.html/amp,Moneycontrol Selects : Top stories this evening,20240426T121500Z,https://images.moneycontrol.com/static-mcnews/2023/04/MC-selects-2.jpg,moneycontrol.com,English,India,"{'label': 'POSITIVE', 'score': 0.9954707622528076}",POSITIVE,0.9954707622528076,BAJFINANCE
2024-04-25,2024-04-26,Bajaj Finance Ltd.,https://economictimes.indiatimes.com/markets/stocks/stock-watch/share-market-update-most-active-stocks-of-the-day-in-terms-of-total-traded-value/articleshow/109582645.cms,https://m.economictimes.com/markets/stocks/stock-watch/share-market-update-most-active-stocks-of-the-day-in-terms-of-total-traded-value/amp_articleshow/109582645.cms,active stocks : Share market update : Most active stocks of the day in terms of total traded value,20240425T061500Z,"https://img.etimg.com/thumb/msid-83771694,width-1200,height-630,imgsize-185726,overlay-etmarkets/photo.jpg",economictimes.indiatimes.com,English,India,"{'label': 'POSITIVE', 'score': 0.9964612126350403}",POSITIVE,0.9964612126350404,BAJFINANCE
2024-04-25,2024-04-26,Bajaj Finance Ltd.,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-sugar-stocks-up-as-market-rises/articleshow/109582499.cms,https://m.economictimes.com/markets/stocks/stock-watch/stock-market-update-sugar-stocks-up-as-market-rises/amp_articleshow/109582499.cms,Stock Market Sectors : Stock market update : Sugar stocks up as market rises,20240425T061500Z,"https://img.etimg.com/thumb/msid-81699096,width-1200,height-630,imgsize-194573,overlay-etmarkets/photo.jpg",economictimes.indiatimes.com,English,India,"{'label': 'POSITIVE', 'score': 0.9983623623847961}",POSITIVE,0.998362362384796,BAJFINANCE
2024-04-25,2024-04-26,Bajaj Finance Ltd.,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-mining-stocks-up-as-market-rises/articleshow/109594304.cms,https://m.economictimes.com/markets/stocks/stock-watch/stock-market-update-mining-stocks-up-as-market-rises/amp_articleshow/109594304.cms,Stock Market Sectors : Stock market update : Mining stocks up as market rises,20240425T114500Z,"https://img.etimg.com/thumb/msid-81699096,width-1200,height-630,imgsize-194573,overlay-etmarkets/photo.jpg",economictimes.indiatimes.com,English,India,"{'label': 'POSITIVE', 'score': 0.9983824491500854}",POSITIVE,0.9983824491500854,BAJFINANCE
2024-04-26,2024-04-27,Bajaj Finserv Ltd.,https://economictimes.indiatimes.com/markets/stocks/stock-watch/share-market-update-most-active-stocks-of-the-day-in-terms-of-total-traded-value/articleshow/109613243.cms,https://m.economictimes.com/markets/stocks/stock-watch/share-market-update-most-active-stocks-of-the-day-in-terms-of-total-traded-value/amp_articleshow/109613243.cms,active stocks : Share market update : Most active stocks of the day in terms of total traded value,20240426T054500Z,"https://img.etimg.com/thumb/msid-83515267,width-1200,height-630,imgsize-853209,overlay-etmarkets/photo.jpg",economictimes.indiatimes.com,English,India,"{'label': 'POSITIVE', 'score': 0.9964612126350403}",POSITIVE,0.9964612126350404,BAJAJFINSV
2024-04-26,2024-04-27,Bajaj Finserv Ltd.,https://economictimes.indiatimes.com/markets/stocks/stock-watch/share-market-update-most-active-stocks-of-the-day-in-terms-of-traded-value/articleshow/109626199.cms,https://m.economictimes.com/markets/stocks/stock-watch/share-market-update-most-active-stocks-of-the-day-in-terms-of-traded-value/amp_articleshow/109626199.cms,active stocks : Share market update : Most active stocks of the day in terms of traded value,20240426T121500Z,"https://img.etimg.com/thumb/msid-83797651,width-1200,height-630,imgsize-32000,overlay-etmarkets/photo.jpg",economictimes.indiatimes.com,English,India,"{'label': 'POSITIVE', 'score': 0.9963483214378357}",POSITIVE,0.9963483214378356,BAJAJFINSV
2024-04-26,2024-04-27,Bajaj Finserv Ltd.,https://economictimes.indiatimes.com/markets/stocks/stock-watch/share-market-update-most-active-stocks-on-d-street-today-in-terms-of-volume/articleshow/109613936.cms,https://m.economictimes.com/markets/stocks/stock-watch/share-market-update-most-active-stocks-on-d-street-today-in-terms-of-volume/amp_articleshow/109613936.cms,share market : Share market update : Most active stocks on D - Street today in terms of volume,20240426T061500Z,"https://img.etimg.com/thumb/msid-77646325,width-1200,height-630,imgsize-71505,overlay-etmarkets/photo.jpg",economictimes.indiatimes.com,English,India,"{'label': 'POSITIVE', 'score': 0.9943622350692749}",POSITIVE,0.9943622350692748,BAJAJFINSV
2024-04-26,2024-04-27,Bajaj Finserv Ltd.,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-power-stocks-down-as-market-falls/articleshow/109625540.cms,https://m.economictimes.com/markets/stocks/stock-watch/stock-market-update-power-stocks-down-as-market-falls/amp_articleshow/109625540.cms,Stock Market Sectors : Stock market update : Power stocks down as market falls,20240426T114500Z,"https://img.etimg.com/thumb/msid-77922857,width-1200,height-630,imgsize-132855,overlay-etmarkets/photo.jpg",economictimes.indiatimes.com,English,India,"{'label': 'NEGATIVE', 'score': 0.9979766011238098}",NEGATIVE,0.9979766011238098,BAJAJFINSV
2024-04-26,2024-04-27,Bajaj Finserv Ltd.,https://www.moneycontrol.com/news/business/bajaj-finserv-q4-results-net-profit-rises-20-to-rs-2119-cr-12708854.html,https://www.moneycontrol.com/news/business/bajaj-finserv-q4-results-net-profit-rises-20-to-rs-2119-cr-12708854.html/amp,"Bajaj Finserv Q4 results : Net profit rises 20 % to Rs 2 , 119 cr",20240426T100000Z,https://images.moneycontrol.com/static-mcnews/2019/06/bajaj-finserv.jpg,moneycontrol.com,English,India,"{'label': 'POSITIVE', 'score': 0.9983415603637695}",POSITIVE,0.9983415603637696,BAJAJFINSV
2024-04-26,2024-04-27,Bajaj Finserv Ltd.,https://www.moneycontrol.com/news/business/moneycontrol-selects-top-stories-this-evening-638-12709179.html,https://www.moneycontrol.com/news/business/moneycontrol-selects-top-stories-this-evening-638-12709179.html/amp,Moneycontrol Selects : Top stories this evening,20240426T121500Z,https://images.moneycontrol.com/static-mcnews/2023/04/MC-selects-2.jpg,moneycontrol.com,English,India,"{'label': 'POSITIVE', 'score': 0.9954707622528076}",POSITIVE,0.9954707622528076,BAJAJFINSV
2024-04-26,2024-04-27,Bharat Petroleum Corporation Ltd.,https://economictimes.indiatimes.com/markets/stocks/stock-watch/share-market-update-most-active-stocks-of-the-day-in-terms-of-traded-value/articleshow/109626199.cms,https://m.economictimes.com/markets/stocks/stock-watch/share-market-update-most-active-stocks-of-the-day-in-terms-of-traded-value/amp_articleshow/109626199.cms,active stocks : Share market update : Most active stocks of the day in terms of traded value,20240426T121500Z,"https://img.etimg.com/thumb/msid-83797651,width-1200,height-630,imgsize-32000,overlay-etmarkets/photo.jpg",economictimes.indiatimes.com,English,India,"{'label': 'POSITIVE', 'score': 0.9963483214378357}",POSITIVE,0.9963483214378356,BPCL
2024-04-26,2024-04-27,Bharat Petroleum Corporation Ltd.,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-power-stocks-down-as-market-falls/articleshow/109625540.cms,https://m.economictimes.com/markets/stocks/stock-watch/stock-market-update-power-stocks-down-as-market-falls/amp_articleshow/109625540.cms,Stock Market Sectors : Stock market update : Power stocks down as market falls,20240426T114500Z,"https://img.etimg.com/thumb/msid-77922857,width-1200,height-630,imgsize-132855,overlay-etmarkets/photo.jpg",economictimes.indiatimes.com,English,India,"{'label': 'NEGATIVE', 'score': 0.9979766011238098}",NEGATIVE,0.9979766011238098,BPCL
2024-04-23,2024-04-24,Bharat Petroleum Corporation Ltd.,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-mining-stocks-mixed-as-market-rises/articleshow/109531463.cms,https://m.economictimes.com/markets/stocks/stock-watch/stock-market-update-mining-stocks-mixed-as-market-rises/amp_articleshow/109531463.cms,Stock Market Sectors : Stock market update : Mining stocks mixed as market rises,20240423T110000Z,"https://img.etimg.com/thumb/msid-83771694,width-1200,height-630,imgsize-185726,overlay-etmarkets/photo.jpg",economictimes.indiatimes.com,English,India,"{'label': 'NEGATIVE', 'score': 0.9895813465118408}",NEGATIVE,0.9895813465118408,BPCL
2024-04-22,2024-04-23,Bharat Petroleum Corporation Ltd.,https://economictimes.indiatimes.com/markets/stocks/stock-watch/share-market-update-most-active-stocks-on-d-street-today-in-terms-of-volume/articleshow/109490502.cms,https://m.economictimes.com/markets/stocks/stock-watch/share-market-update-most-active-stocks-on-d-street-today-in-terms-of-volume/amp_articleshow/109490502.cms,share market : Share market update : Most active stocks on D - Street today in terms of volume,20240422T061500Z,"https://img.etimg.com/thumb/msid-82267819,width-1200,height-630,imgsize-142669,overlay-etmarkets/photo.jpg",economictimes.indiatimes.com,English,India,"{'label': 'POSITIVE', 'score': 0.9943622350692749}",POSITIVE,0.9943622350692748,BPCL
